Patient [id=1, name=Gwenny Im, birthdate=2003-04-06, ssn=414-79-9429, primaryID=9, primaryName=Shirley Godwin, specialty=null, years=null, street=4521 Walnut Street, city=Chesapeake, state=CO, zipcode=31614]
Prescription [rxid=null, drugName=Lyrica, quantity=37, patient_ssn=198-20-9410, patientName=Rosabelle Pascia, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Imdur, quantity=33, patient_ssn=216-10-3813, patientName=Collette Seibold, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Cozaar, quantity=52, patient_ssn=166-49-1252, patientName=Noell Shuman, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Mevacor, quantity=25, patient_ssn=789-19-0539, patientName=Willette Service, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lotrel, quantity=70, patient_ssn=858-45-8197, patientName=Sherilyn Dell, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Proair Proventil, quantity=72, patient_ssn=204-48-7436, patientName=Perle Crockett, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prozac, quantity=8, patient_ssn=705-23-3237, patientName=Thea Parhe, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Fosamax, quantity=90, patient_ssn=584-68-8710, patientName=Madelina James, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zetia, quantity=44, patient_ssn=671-97-3234, patientName=Shelley Philander, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prilosec, quantity=36, patient_ssn=609-32-7454, patientName=Adelle Rochkind, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Yaz, quantity=99, patient_ssn=406-68-8472, patientName=Krystyna Millhon, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ambien, quantity=56, patient_ssn=123-09-3871, patientName=Florence Ambrosius, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lortab, quantity=26, patient_ssn=774-98-5724, patientName=Leona Erma, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ambien, quantity=26, patient_ssn=674-79-6557, patientName=Lonee Farl, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Mevacor, quantity=81, patient_ssn=772-41-2407, patientName=Fancie Lebaron, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Klor-Con, quantity=34, patient_ssn=415-28-9057, patientName=Riane Abell, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ativan, quantity=11, patient_ssn=710-01-4658, patientName=Aline Duleba, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Yaz, quantity=69, patient_ssn=653-52-4629, patientName=Alissa Muns, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diflucan, quantity=20, patient_ssn=420-21-4599, patientName=Lauri Hartley, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Flonase, quantity=35, patient_ssn=656-03-7974, patientName=Beulah Thalia, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Tenormin, quantity=74, patient_ssn=817-77-9676, patientName=Emilie Buzzell, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Percocet, quantity=32, patient_ssn=218-44-4287, patientName=Shirlee Talya, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Accuneb, quantity=70, patient_ssn=203-44-8320, patientName=Koo Liane, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Flonase, quantity=76, patient_ssn=823-59-9210, patientName=Kaile Culley, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Effexor XR, quantity=4, patient_ssn=846-33-1652, patientName=Davina Vivia, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Pravachol, quantity=64, patient_ssn=411-92-1256, patientName=Abagail Croner, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Advair, quantity=8, patient_ssn=883-15-3639, patientName=Kelli Metzgar, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Klonopin, quantity=23, patient_ssn=105-56-4705, patientName=Halli Kaja, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Levoxl, quantity=79, patient_ssn=203-44-8320, patientName=Koo Liane, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Celebrex, quantity=77, patient_ssn=233-43-0830, patientName=Catherina Tades, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Desyrel, quantity=73, patient_ssn=321-84-5580, patientName=Naomi Geithner, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Voltaren, quantity=9, patient_ssn=883-17-4474, patientName=Delora Bonnes, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Nasonex, quantity=22, patient_ssn=592-72-3184, patientName=Joanie Zampardi, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prinivil, quantity=32, patient_ssn=879-59-1879, patientName=Melanie Heady, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ambien, quantity=51, patient_ssn=620-43-4163, patientName=Julissa Kordula, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Advair, quantity=95, patient_ssn=304-04-3420, patientName=Gladi Tamaru, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Adderall XR, quantity=79, patient_ssn=174-76-3227, patientName=Micaela Gottfried, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Viagra, quantity=93, patient_ssn=470-66-6015, patientName=Natalina Katuscha, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Desyrel, quantity=55, patient_ssn=732-28-9070, patientName=Catriona Bluefarb, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lipitor, quantity=43, patient_ssn=705-23-3237, patientName=Thea Parhe, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Valium, quantity=18, patient_ssn=879-01-0847, patientName=Gwenni Weinhardt, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Vytorin, quantity=70, patient_ssn=596-55-5245, patientName=Sherline Danika, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Mobic, quantity=10, patient_ssn=829-98-2140, patientName=Maurine Duffie, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Cipro, quantity=28, patient_ssn=142-59-4019, patientName=Meagan Candie, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Aldactone, quantity=85, patient_ssn=892-51-4998, patientName=Martita Santoro, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lantus, quantity=15, patient_ssn=180-87-0030, patientName=Lisbeth Murton, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Vibramycin, quantity=63, patient_ssn=636-21-8086, patientName=Konstance Kelson, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Soma, quantity=3, patient_ssn=811-74-7034, patientName=Anabel Lathrope, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Amoxil, quantity=91, patient_ssn=889-22-9621, patientName=Glynis Ebbarta, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zithromax, quantity=94, patient_ssn=411-92-1256, patientName=Abagail Croner, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lyrica, quantity=14, patient_ssn=572-57-3082, patientName=Corrina Bopp, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Adderall XR, quantity=49, patient_ssn=514-66-3756, patientName=Ania Ashford, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zantac, quantity=14, patient_ssn=609-49-1232, patientName=Petronella Stag, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zantac, quantity=47, patient_ssn=153-89-0387, patientName=Hannie Dwain, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prilosec, quantity=0, patient_ssn=610-76-3894, patientName=Edwina Ardeha, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diovan, quantity=28, patient_ssn=541-89-3563, patientName=Chlo Alton, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Singulair, quantity=65, patient_ssn=736-47-1709, patientName=Lyndell Parry, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Tenormin, quantity=98, patient_ssn=317-33-1590, patientName=Jordanna Bone, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Flomax, quantity=63, patient_ssn=871-74-3257, patientName=Ardene Denice, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Mevacor, quantity=88, patient_ssn=242-37-2197, patientName=Ann Kovacev, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Plavix, quantity=12, patient_ssn=270-40-6986, patientName=Rasia Adigun, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diovan, quantity=76, patient_ssn=674-79-6557, patientName=Lonee Farl, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Dyazide, quantity=13, patient_ssn=527-33-6468, patientName=Lauree Adine, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Bactrim DS, quantity=11, patient_ssn=397-44-9603, patientName=Joella Maryly, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prilosec, quantity=50, patient_ssn=143-67-7886, patientName=Wallis Scriven, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Klonopin, quantity=33, patient_ssn=340-84-6425, patientName=Beverley Schalles, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Tenormin, quantity=10, patient_ssn=312-56-2012, patientName=Caitlin Shipman, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Tenormin, quantity=70, patient_ssn=812-39-4226, patientName=Pepita Aleda, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Soma, quantity=12, patient_ssn=806-18-2381, patientName=Glynda Marigold, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zetia, quantity=16, patient_ssn=117-36-8683, patientName=Christye Meredeth, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Celebrex, quantity=46, patient_ssn=787-64-1659, patientName=Nat Wickman, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Allegra, quantity=20, patient_ssn=174-32-0032, patientName=Moira Amersham, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lipitor, quantity=28, patient_ssn=700-21-4111, patientName=Sarene Ethelin, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lortab, quantity=47, patient_ssn=774-98-5724, patientName=Leona Erma, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Mobic, quantity=11, patient_ssn=704-41-0533, patientName=Cora Bauer, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Levoxl, quantity=35, patient_ssn=337-86-1855, patientName=Corabella Sunday, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Adderall XR, quantity=6, patient_ssn=643-49-5402, patientName=Marje Alwyn, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Glucophage, quantity=63, patient_ssn=352-35-3636, patientName=Clara Dorweiler, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diovan, quantity=18, patient_ssn=326-85-0475, patientName=Susette Brie, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Celexa, quantity=27, patient_ssn=214-46-4728, patientName=Carlota Clarhe, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Topamax, quantity=91, patient_ssn=410-93-5545, patientName=Crissie Butte, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zoloft, quantity=36, patient_ssn=845-94-6039, patientName=Marti Benia, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Motrin, quantity=21, patient_ssn=350-18-0267, patientName=Aurora Carey, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prozac, quantity=77, patient_ssn=263-32-9275, patientName=Heddie Tamar, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Nexium, quantity=58, patient_ssn=456-86-5879, patientName=Amandi Gery, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Glucophage, quantity=64, patient_ssn=758-71-9907, patientName=Ellissa LeeAnn, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Plavix, quantity=47, patient_ssn=531-39-7498, patientName=Vivie Eleanor, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Augmentin, quantity=16, patient_ssn=584-94-1470, patientName=Alvinia Haggi, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Augmentin, quantity=36, patient_ssn=397-44-9603, patientName=Joella Maryly, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Catapres, quantity=49, patient_ssn=462-72-6552, patientName=Fulvia O'Conner, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ultram, quantity=63, patient_ssn=132-97-2871, patientName=Collie Merv, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Effexor XR, quantity=60, patient_ssn=138-26-5475, patientName=Joice Victorie, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Tenormin, quantity=21, patient_ssn=890-04-8252, patientName=Peggy Pollyanna, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Omnicef, quantity=71, patient_ssn=653-35-3318, patientName=Ivie Tobin, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prevacid, quantity=82, patient_ssn=643-49-5402, patientName=Marje Alwyn, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Cozaar, quantity=27, patient_ssn=342-09-7997, patientName=Melody Persse, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Toprol, quantity=35, patient_ssn=597-34-2633, patientName=Jordan Telfore, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Fosamax, quantity=67, patient_ssn=733-04-3596, patientName=Rosalie Danny, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Adderall XR, quantity=78, patient_ssn=115-58-7698, patientName=Ofella Valonia, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Bactrim DS, quantity=13, patient_ssn=861-52-6963, patientName=Meg Kerianne, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Xanax, quantity=77, patient_ssn=292-49-5672, patientName=Oneida Stokes, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zyloprim, quantity=10, patient_ssn=736-47-1709, patientName=Lyndell Parry, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Celebrex, quantity=3, patient_ssn=435-28-7310, patientName=Eve Lambard, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Flexeril, quantity=74, patient_ssn=123-09-3871, patientName=Florence Ambrosius, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Premarin, quantity=32, patient_ssn=584-94-1470, patientName=Alvinia Haggi, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diabeta, quantity=17, patient_ssn=785-32-1472, patientName=Imogen Katine, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Valium, quantity=68, patient_ssn=238-19-7505, patientName=Lurette Allister, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Levoxl, quantity=90, patient_ssn=462-72-6552, patientName=Fulvia O'Conner, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Adderall XR, quantity=40, patient_ssn=314-75-4678, patientName=Olympie Palumbo, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
